song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
7 Years.wav,123.046875,34509,627.4363636363636,0.3827301859855652,0.3006088137626648,0.09036565572023393,0.3306344449520111,0.2777882814407349,0.07716632634401321,0.22300710081435,0.18330620916846133,0.0336011663197117,20.14593315124512,116.2472915649414,13513.43359375,5.767489910125732,30.09943771362305,905.9761352539062,-0.008966292254626751,3.1196563243865967,9.732254981994627,0.28748270869255066,0.09190614521503447,0.008446739055216312,2374.855544023702,967.1657727449596,935409.6319693552,2591.858588127156,518.3033153129163,268638.3266643603,21.741804967951264,7.503553467342501,56.303314637267675,5290.143011228957,2021.848044003073,4087869.5130390525,3.3104966184471083,3.9051882795842414,15.250495499002135,0.007289010297023264,0.18805901494312305,0.03536619310137778,0.0929548422987616,0.058419464498862164,0.003412833832333816,1.3381419194047341e-05,0.2352759838104248,0.05535478517413138,0.0002373917232034728,0.13256795704364774,0.017574263736605644,1.9365442176870744,1.2219610063017317,1.493188700921941
Air Forces.wav,172.265625,52141,628.2048192771084,0.3610623776912689,0.3063891530036926,0.09387432038784027,0.443947434425354,0.2612144351005554,0.06823298335075377,0.2544387385476609,0.1363607775704158,0.01859426165960841,8.727291107177733,60.17192077636719,3620.66015625,1.2917108535766602,59.201072692871094,3504.766845703125,6.343100540107116e-05,2.551707029342652,6.511209011077881,0.1807023584842682,0.06485303491353989,0.004205916542559862,1069.0742980131722,641.0446775309014,410938.2785906973,1703.5130030697205,676.9913177149158,458317.24426137796,22.203070684192888,7.277459556051931,52.96141758997158,2155.3286336892897,1940.3449832552624,3764938.6540438635,1.6227289553600943,1.8619378302111869,3.4668124835715424,-0.02130489983009164,0.1095548172678737,0.012002257986597195,0.03488981170181889,0.0194301020098572,0.0003775288641134567,6.656414825556568e-06,0.14919491112232208,0.022259123623371124,-0.0003812761860899627,0.08319595456123352,0.006921566557139157,2.6923537414965986,1.2844953819691012,1.649928386299947
All I Want for Christmas Is You.wav,129.19921875,39440,636.1290322580645,0.35796529054641724,0.2918134927749634,0.08515511453151703,0.493053287267685,0.23218755424022675,0.053911060094833374,0.2653728983906019,0.11362463699878016,0.012910558133104568,10.816679000854492,52.941810607910156,2802.83544921875,7.249241828918457,19.41541290283203,376.958251953125,0.00032036838820204133,2.3666648864746094,5.601102352142334,0.2304829508066177,0.038933318108320236,0.0015158032765612006,3142.5520900633787,717.2091998009862,514389.0362791707,2877.4856393922882,344.97080570034655,119004.85678554625,20.638990579663734,6.558855732638829,43.01858852156924,6620.609966077303,1401.9310858238282,1965410.7693991784,3.0313994286854715,3.261126904056657,10.634948684362156,0.02966785067678005,0.07443933668689301,0.005541214846384614,0.15142312064628485,0.05762027015642994,0.003320095532899971,-8.019245797186159e-06,0.1745547205209732,0.03046935237944126,0.00018625817028805614,0.10368181765079497,0.010749919340014458,2.3080634920634915,1.2570212040754658,1.5801023074953338
All of Me.wav,123.046875,39516,637.3548387096773,0.2383033633232117,0.2936988770961761,0.08625903725624083,0.3157259821891785,0.2929084897041321,0.08579538017511368,0.20397446016284126,0.20427372061675167,0.04172775293461077,10.133821487426758,58.52239608764648,3424.870849609375,-7.02369499206543,38.0412483215332,1447.136474609375,0.0010914042359218,2.488420009613037,6.192233562469482,0.2048894464969635,0.06653865426778792,0.0044273920357227325,1996.2862329544666,650.1264448976574,422664.3943552668,2211.511702419522,481.85066922794863,232180.06743542192,24.88180008986701,7.981013496960615,63.696576438667506,4169.266455682809,1718.7133797226948,2953975.681637808,2.1448113866346232,2.396824925962996,5.7447697257175205,-0.009728335259608948,0.20440105281508614,0.041779790391915636,0.08656523618904799,0.0353469782556886,0.0012494088718081227,-7.545215339632706e-06,0.19028788805007926,0.036209478974342346,-4.278480264474638e-05,0.057852931320667274,0.003346961457282305,2.425324263038548,1.655966600227989,2.7422253810706443
Animals.wav,129.19921875,35792,662.8148148148148,0.40372955799102783,0.2992616295814514,0.08955752104520798,0.3545956015586853,0.2757491171360016,0.07603757083415985,0.21890766250886634,0.18818280640971846,0.035412768628237605,18.77826499938965,150.98231506347656,22795.658203125,5.196385860443115,18.084672927856445,327.055419921875,-0.0003631280560512096,2.0126585960388184,4.050794601440431,0.2790285348892212,0.08719546347856523,0.007603048812597991,3113.156763464029,528.1701858441206,278963.74521461286,2880.2172915595647,273.44978446301144,74774.78462286742,19.171840490542785,7.542791234172889,56.89369960231538,6708.726099917762,902.8450825757848,815129.243131276,3.343760670522576,3.564552858676717,12.706037082300355,-0.014331936453480925,0.12014304790288464,0.014434351959394834,0.11663459329044118,0.054932546579376296,0.0030175846736953463,0.0007974326726980507,0.2553433179855347,0.06520021706819534,0.0011926868464797735,0.08917929977178574,0.007952948100864887,3.8556734693877552,1.98245215824902,3.930116559746197
Attention.wav,99.38401442307692,31363,640.0612244897958,0.36504772305488586,0.3152613341808319,0.0993897020816803,0.4480524063110352,0.2786141633987427,0.07762585580348969,0.2548893686133217,0.13551657869513808,0.01836474310123555,23.17194747924805,184.06056213378903,33878.29296875,0.012856838293373585,38.06369400024414,1448.8447265625,-0.01467016153037548,3.243783712387085,10.522132873535156,0.2759709060192108,0.15463632345199585,0.023912390694022186,2350.125060325363,997.8655828959627,995735.7215282995,2715.103917459897,435.6648110130475,189803.82755503448,20.90971863312938,7.303836230490347,53.34602368182345,5389.259078554323,1968.279317133431,3874123.4702552464,2.8853785844307347,4.012932703673143,16.103628884209446,-0.03226695932798058,0.11991604424588193,0.01437985766758031,0.08535095781733748,0.08262808098475742,0.006827399767223633,5.6561912060715275e-06,0.2225429862737656,0.04952538385987282,0.0006781038828194141,0.162490114569664,0.026403037831187248,2.0758639455782317,1.208963835729008,1.461593556100596
Bad day.wav,69.83741554054055,21533,633.3235294117648,0.3572373092174529,0.2818000614643097,0.07941127568483353,0.4244049787521362,0.26452690362930303,0.06997448951005936,0.24336370333780746,0.15526571170429415,0.024107441231040985,14.439987182617188,52.5778923034668,2764.4345703125,4.5679426193237305,23.35759162902832,545.5770874023439,0.004698782227933407,1.8134626150131223,3.288646697998047,0.26257920265197754,0.05698515102267265,0.003247307613492012,2499.186924380604,489.4193100336404,239531.26103380465,2428.571279235704,286.16277033720945,81889.13112706649,20.62945847967547,6.661144590206878,44.37084725164234,5155.202160531153,1003.8726618822026,1007760.321274459,4.113280080509176,4.4082052430512535,19.432273464864558,0.0026718729440356284,0.14055643312050525,0.019756110891559063,0.13215830894446595,0.03859534775885893,0.0014896008686272571,-5.0573803491715824e-06,0.1983379572629929,0.039337944239377975,7.927942351670936e-05,0.1185734122991562,0.014059653505682944,2.030585034013605,1.0807504581680054,1.1680215528303537
Bliding Lights.wav,143.5546875,45375,648.2142857142858,0.29277485609054565,0.30717146396636963,0.0943543091416359,0.3950009644031525,0.2742404639720917,0.07520782947540282,0.23955078256533466,0.16108617540207815,0.02594875590566909,10.685900688171387,60.80830001831055,3697.6494140625,-2.4656670093536377,47.865013122558594,2291.0595703125,0.009787006303668022,3.696357727050781,13.663061141967773,0.204034760594368,0.06653360277414322,0.004426720552146435,1608.0961310405469,865.8033662881288,749615.4690758553,2182.1980525151225,518.487574148574,268829.364546473,22.974163493003555,7.161272122289245,51.28381840947711,3306.6883382413407,2045.0037793342362,4182040.457491307,1.915405378035552,2.259808443392457,5.106734200827839,0.029251848998447794,0.12895369474173615,0.016629055387544868,0.05912851622968266,0.0564142462420992,0.003182567179064205,-1.5342983772370644e-07,0.1720476597547531,0.029600396752357483,-0.0001807637745514512,0.08565668761730194,0.007337067741900682,2.0329070294784577,1.15098097050349,1.3247571944611558
Bloom .wav,112.34714673913044,34461,650.2075471698113,0.2583061158657074,0.3021986186504364,0.09132400900125504,0.2803555130958557,0.2891024649143219,0.08358023315668106,0.2003641463511877,0.2078161259149376,0.043187542190293166,14.94365406036377,112.60647583007812,12680.21875,-7.0260114669799805,44.23991775512695,1957.1702880859373,0.0018066231859847905,2.0253374576568604,4.101991653442384,0.2380994260311127,0.08280055969953537,0.0068559329956769935,1476.6431449834963,553.3563125482077,306203.20863694977,2010.2652128735601,446.72423062334207,199562.53822601688,25.184805134202342,7.327674309618554,53.694810787843764,3337.3214863402186,1610.3151576364123,2593114.906913585,1.9913104953525709,2.2150719546740647,4.906543764383583,-0.04812684808872415,0.18554410624123646,0.03442661536085924,0.04385763351393189,0.021161886600086333,0.00044782544447491326,5.562542810366722e-06,0.23554909229278564,0.0554833747446537,1.6259544281638227e-05,0.048821847885847085,0.002383572980761528,4.452426303854876,3.2172323929964572,10.350584270545706
BYOB.wav,107.666015625,33808,650.1538461538463,0.4686897397041321,0.27497929334640503,0.07561361789703369,0.6354455947875977,0.1980803906917572,0.03923584148287773,0.27895890997562256,0.07426479568776731,0.005515259878545823,20.783166885375977,77.74007415771484,6043.5185546875,6.771766662597656,23.64793586730957,559.224853515625,0.0037797042168676853,2.0731859207153316,4.2980995178222665,0.320098489522934,0.06414926797151567,0.004115128889679911,2781.9395864350768,496.2843802502591,246298.18608038372,2485.702640417099,314.4633417981198,98887.19333484113,19.02699405260636,7.842342112604759,61.50232981113408,5531.1582205096265,1038.77029032649,1079043.7160649807,5.484479956788676,5.810752503067037,33.764844651899836,-0.0037742513765676843,0.04632771549936657,0.0021462572233902494,0.15751038542472912,0.04496070757059916,0.0020214652252489324,-8.26270661491435e-06,0.18847399950027466,0.035522446036338806,2.7271824365016073e-05,0.17779335379600525,0.03161047771573067,2.203573696145125,1.3983715253750066,1.9554429229796224
